epoch,fold,macro_test,policy_test,macro_val,policy_val,dataset,policy_val_f1macro,policy_val_f1weighted
1,1,0.7957,0.7937,0.7673,0.6014,coded_tweets-AND-other-coded-tweets,0.5789,0.6592
2,1,0.8099,0.8092,0.7565,0.6449,coded_tweets-AND-other-coded-tweets,0.6175,0.6841
3,1,0.8123,0.8113,0.7551,0.6075,coded_tweets-AND-other-coded-tweets,0.5951,0.6599
4,1,0.8134,0.8122,0.769,0.6111,coded_tweets-AND-other-coded-tweets,0.5951,0.6569
5,1,0.8189,0.8172,0.7848,0.6184,coded_tweets-AND-other-coded-tweets,0.6154,0.6737
1,2,0.8001,0.7983,0.7564,0.5978,coded_tweets-AND-other-coded-tweets,0.5793,0.6459
2,2,0.8138,0.8125,0.776,0.6171,coded_tweets-AND-other-coded-tweets,0.6038,0.6673
3,2,0.8158,0.8143,0.7698,0.5797,coded_tweets-AND-other-coded-tweets,0.5753,0.6359
4,2,0.8163,0.8144,0.7756,0.57,coded_tweets-AND-other-coded-tweets,0.5552,0.6254
5,2,0.8209,0.819,0.7801,0.5773,coded_tweets-AND-other-coded-tweets,0.5751,0.6392
1,3,0.8013,0.7992,0.7713,0.5507,coded_tweets-AND-other-coded-tweets,0.5502,0.6119
2,3,0.8127,0.8115,0.7776,0.6027,coded_tweets-AND-other-coded-tweets,0.5937,0.655
3,3,0.8166,0.8146,0.7863,0.558,coded_tweets-AND-other-coded-tweets,0.5715,0.63
4,3,0.8179,0.8162,0.7785,0.5845,coded_tweets-AND-other-coded-tweets,0.5908,0.6461
5,3,0.8217,0.8205,0.7793,0.6159,coded_tweets-AND-other-coded-tweets,0.6102,0.6686
