state,party,day,stateleg_mentions,stateleg_mentions_dem,stateleg_mentions_rep,stateleg_mentions_dem_samestate,stateleg_mentions_rep_samestate,stateleg_mentions_samestate,stateleg_mentions_samestate_sameparty
CA,republican,2018-01-07,2,2,0,2,0,2,0
CA,republican,2018-08-12,0,0,0,0,0,0,0
CA,republican,2018-01-26,2,1,1,0,0,0,0
CA,republican,2018-05-14,2,2,0,2,0,2,0
CA,republican,2018-05-08,5,3,2,3,1,4,1
CA,republican,2018-03-12,0,0,0,0,0,0,0
CA,republican,2018-06-09,2,2,0,2,0,2,0
CA,republican,2018-05-06,4,3,1,3,0,3,0
CA,republican,2018-09-22,2,1,1,1,1,2,1
CA,republican,2018-10-11,1,1,0,1,0,1,0
CA,republican,2018-06-21,2,2,0,2,0,2,0
CA,republican,2018-04-30,2,1,1,1,0,1,0
CA,republican,2018-08-05,0,0,0,0,0,0,0
CA,republican,2018-03-03,2,2,0,2,0,2,0
CA,republican,2018-05-28,1,1,0,1,0,1,0
CA,republican,2018-01-31,6,5,1,5,0,5,0
CA,republican,2018-05-01,0,0,0,0,0,0,0
CA,republican,2018-03-10,6,4,2,4,2,6,2
CA,republican,2018-07-06,0,0,0,0,0,0,0
CA,republican,2018-06-05,13,11,2,10,1,11,1
CA,republican,2018-10-06,0,0,0,0,0,0,0
CA,republican,2018-06-11,0,0,0,0,0,0,0
CA,republican,2018-07-05,4,4,0,4,0,4,0
CA,republican,2018-12-05,2,1,1,1,0,1,0
CA,republican,2018-01-19,4,4,0,2,0,2,0
CA,republican,2018-08-14,3,3,0,3,0,3,0
CA,republican,2018-09-18,1,0,1,0,0,0,0
CA,republican,2018-12-24,1,0,1,0,0,0,0
CA,republican,2018-11-24,2,2,0,2,0,2,0
CA,republican,2018-10-24,0,0,0,0,0,0,0
CA,republican,2018-12-29,34,34,0,34,0,34,0
CA,republican,2018-04-15,1,1,0,1,0,1,0
CA,republican,2018-03-07,30,30,0,30,0,30,0
CA,republican,2018-02-24,1,1,0,1,0,1,0
CA,republican,2018-10-04,1,1,0,1,0,1,0
CA,republican,2018-07-03,0,0,0,0,0,0,0
CA,republican,2018-06-24,1,1,0,1,0,1,0
CA,republican,2018-09-23,2,1,1,1,0,1,0
CA,republican,2018-06-01,9,6,3,6,3,9,3
CA,republican,2018-02-23,2,2,0,2,0,2,0
CA,republican,2018-06-06,10,10,0,9,0,9,0
CA,republican,2018-04-01,4,4,0,4,0,4,0
CA,republican,2018-07-28,0,0,0,0,0,0,0
CA,republican,2018-04-24,10,8,2,8,1,9,1
CA,republican,2018-09-15,0,0,0,0,0,0,0
CA,republican,2018-04-14,0,0,0,0,0,0,0
CA,republican,2018-12-31,11,11,0,11,0,11,0
CA,republican,2018-11-10,3,0,3,0,0,0,0
CA,republican,2018-06-12,5,5,0,5,0,5,0
CA,republican,2018-09-10,2,2,0,2,0,2,0
CA,republican,2018-10-09,2,2,0,2,0,2,0
CA,republican,2018-02-16,3,3,0,3,0,3,0
CA,republican,2018-08-10,1,1,0,1,0,1,0
CA,republican,2018-11-15,1,0,1,0,0,0,0
CA,republican,2018-07-16,1,1,0,1,0,1,0
CA,republican,2018-11-25,0,0,0,0,0,0,0
CA,republican,2018-10-05,1,1,1,1,1,2,1
CA,republican,2018-07-15,0,0,0,0,0,0,0
CA,republican,2018-05-13,12,12,0,12,0,12,0
CA,republican,2018-05-11,2,1,1,1,1,2,1
CA,republican,2018-08-21,3,3,0,3,0,3,0
CA,republican,2018-08-25,1,1,0,1,0,1,0
CA,republican,2018-05-22,7,7,0,7,0,7,0
CA,republican,2018-12-28,15,15,0,15,0,15,0
CA,republican,2018-01-16,5,4,1,4,1,5,1
CA,republican,2018-02-02,3,2,1,2,0,2,0
CA,republican,2018-06-20,3,3,0,3,0,3,0
CA,republican,2018-07-30,0,0,0,0,0,0,0
CA,republican,2018-03-29,6,6,0,6,0,6,0
CA,republican,2018-10-21,0,0,0,0,0,0,0
CA,republican,2018-09-05,3,3,0,3,0,3,0
CA,republican,2018-05-30,4,2,2,2,2,4,2
CA,republican,2018-09-11,3,3,0,3,0,3,0
CA,republican,2018-08-31,3,3,0,3,0,3,0
CA,republican,2018-06-13,0,0,0,0,0,0,0
CA,republican,2018-10-19,0,0,0,0,0,0,0
CA,republican,2018-06-29,1,1,0,1,0,1,0
CA,republican,2018-07-27,0,0,0,0,0,0,0
CA,republican,2018-03-09,3,2,1,2,1,3,1
CA,republican,2018-01-06,3,3,0,3,0,3,0
CA,republican,2018-03-25,1,1,0,1,0,1,0
CA,republican,2018-07-31,0,0,0,0,0,0,0
CA,republican,2018-03-18,1,1,0,1,0,1,0
CA,republican,2018-03-19,2,1,1,1,0,1,0
CA,republican,2018-03-21,1,0,1,0,0,0,0
CA,republican,2018-10-16,1,0,1,0,0,0,0
CA,republican,2018-04-19,3,2,1,2,0,2,0
CA,republican,2018-12-20,3,2,1,1,0,1,0
CA,republican,2018-07-12,0,0,0,0,0,0,0
CA,republican,2018-03-14,4,4,0,4,0,4,0
CA,republican,2018-06-22,2,2,0,2,0,2,0
CA,republican,2018-06-19,8,8,0,8,0,8,0
CA,republican,2018-09-07,0,0,0,0,0,0,0
CA,republican,2018-08-04,0,0,0,0,0,0,0
CA,republican,2018-01-28,0,0,0,0,0,0,0
CA,republican,2018-02-06,1,1,0,1,0,1,0
CA,republican,2018-11-02,6,6,0,5,0,5,0
CA,republican,2018-10-12,1,1,0,0,0,0,0
CA,republican,2018-09-26,1,1,0,1,0,1,0
CA,republican,2018-07-11,0,0,0,0,0,0,0
CA,republican,2018-04-05,13,13,0,13,0,13,0
CA,republican,2018-02-15,5,2,3,2,0,2,0
CA,republican,2018-04-28,0,0,0,0,0,0,0
CA,republican,2018-01-14,2,1,1,1,1,2,1
CA,republican,2018-09-25,0,0,0,0,0,0,0
CA,republican,2018-12-18,3,0,3,0,0,0,0
CA,republican,2018-11-17,0,0,0,0,0,0,0
CA,republican,2018-09-14,1,1,0,1,0,1,0
CA,republican,2018-11-01,0,0,0,0,0,0,0
CA,republican,2018-02-27,16,13,3,13,0,13,0
CA,republican,2018-02-28,0,0,0,0,0,0,0
CA,republican,2018-01-22,1,0,1,0,1,1,1
CA,republican,2018-04-16,3,0,3,0,0,0,0
CA,republican,2018-12-01,1,0,1,0,0,0,0
CA,republican,2018-12-09,1,0,1,0,0,0,0
CA,republican,2018-09-19,4,0,4,0,1,1,1
CA,republican,2018-01-02,5,5,0,5,0,5,0
CA,republican,2018-05-12,6,5,1,5,1,6,1
CA,republican,2018-10-07,0,0,0,0,0,0,0
CA,republican,2018-04-17,4,2,2,2,0,2,0
CA,republican,2018-04-18,5,4,1,4,0,4,0
CA,republican,2018-12-04,1,0,1,0,0,0,0
CA,republican,2018-10-02,0,0,0,0,0,0,0
CA,republican,2018-10-10,9,9,0,8,0,8,0
CA,republican,2018-01-17,6,6,0,6,0,6,0
CA,republican,2018-04-04,16,16,0,16,0,16,0
CA,republican,2018-12-06,0,0,0,0,0,0,0
CA,republican,2018-01-11,8,4,4,4,2,6,2
CA,republican,2018-09-27,0,0,0,0,0,0,0
CA,republican,2018-02-20,2,0,2,0,0,0,0
CA,republican,2018-11-30,2,1,1,1,0,1,0
CA,republican,2018-04-07,3,2,1,1,0,1,0
CA,republican,2018-03-13,5,5,0,5,0,5,0
CA,republican,2018-01-29,2,1,1,1,0,1,0
CA,republican,2018-06-10,0,0,0,0,0,0,0
CA,republican,2018-02-26,19,8,11,8,0,8,0
CA,republican,2018-09-02,2,2,0,1,0,1,0
CA,republican,2018-12-11,1,0,1,0,0,0,0
CA,republican,2018-11-18,2,1,1,0,0,0,0
CA,republican,2018-04-27,4,4,0,4,0,4,0
CA,republican,2018-03-16,5,4,1,4,0,4,0
CA,republican,2018-11-16,2,0,2,0,0,0,0
CA,republican,2018-11-07,3,2,1,2,0,2,0
CA,republican,2018-04-08,9,9,0,9,0,9,0
CA,republican,2018-03-05,0,0,0,0,0,0,0
CA,republican,2018-11-27,0,0,0,0,0,0,0
CA,republican,2018-05-03,6,6,0,6,0,6,0
CA,republican,2018-07-18,1,1,0,1,0,1,0
CA,republican,2018-04-29,3,0,3,0,1,1,1
CA,republican,2018-01-23,0,0,0,0,0,0,0
CA,republican,2018-07-22,1,1,0,1,0,1,0
CA,republican,2018-04-22,0,0,0,0,0,0,0
CA,republican,2018-01-03,2,2,0,2,0,2,0
CA,republican,2018-12-26,1,1,0,1,0,1,0
CA,republican,2018-10-28,3,1,2,1,0,1,0
CA,republican,2018-07-29,0,0,0,0,0,0,0
CA,republican,2018-11-26,0,0,0,0,0,0,0
CA,republican,2018-08-26,0,0,0,0,0,0,0
CA,republican,2018-02-01,1,1,0,1,0,1,0
CA,republican,2018-02-07,1,1,0,1,0,1,0
CA,republican,2018-05-19,1,1,0,1,0,1,0
CA,republican,2018-01-04,7,4,3,4,3,7,3
CA,republican,2018-10-29,2,1,1,1,0,1,0
CA,republican,2018-02-17,2,2,0,2,0,2,0
CA,republican,2018-03-22,4,4,0,4,0,4,0
CA,republican,2018-12-08,1,0,1,0,0,0,0
CA,republican,2018-04-02,0,0,0,0,0,0,0
CA,republican,2018-03-11,3,3,0,3,0,3,0
CA,republican,2018-05-02,1,1,0,1,0,1,0
CA,republican,2018-02-18,4,4,0,4,0,4,0
CA,republican,2018-08-02,0,0,0,0,0,0,0
CA,republican,2018-07-09,0,0,0,0,0,0,0
CA,republican,2018-08-01,0,0,0,0,0,0,0
CA,republican,2018-04-26,6,6,0,6,0,6,0
CA,republican,2018-04-23,4,3,1,3,1,4,1
CA,republican,2018-10-22,0,0,0,0,0,0,0
CA,republican,2018-05-17,6,3,3,3,3,6,3
CA,republican,2018-02-21,3,1,2,1,0,1,0
CA,republican,2018-11-08,2,1,2,1,1,2,1
CA,republican,2018-11-09,4,0,4,0,0,0,0
CA,republican,2018-02-13,10,4,6,4,2,6,2
CA,republican,2018-05-21,9,6,3,6,3,9,3
CA,republican,2018-04-09,10,9,1,9,0,9,0
CA,republican,2018-02-09,3,3,0,3,0,3,0
CA,republican,2018-09-17,1,1,0,1,0,1,0
CA,republican,2018-06-02,3,1,2,1,2,3,2
CA,republican,2018-06-23,2,2,0,2,0,2,0
CA,republican,2018-04-10,1,1,0,1,0,1,0
CA,republican,2018-03-02,1,1,0,1,0,1,0
CA,republican,2018-07-14,1,1,0,1,0,1,0
CA,republican,2018-03-27,2,2,0,2,0,2,0
CA,republican,2018-11-11,1,1,0,1,0,1,0
CA,republican,2018-12-21,1,1,0,1,0,1,0
CA,republican,2018-07-17,0,0,0,0,0,0,0
CA,republican,2018-10-17,1,1,0,0,0,0,0
CA,republican,2018-06-16,0,0,0,0,0,0,0
CA,republican,2018-03-20,4,4,0,4,0,4,0
CA,republican,2018-03-01,3,2,1,1,0,1,0
CA,republican,2018-01-10,8,5,3,5,3,8,3
CA,republican,2018-06-15,2,1,1,1,0,1,0
CA,republican,2018-11-20,2,0,2,0,0,0,0
CA,republican,2018-12-14,0,0,0,0,0,0,0
CA,republican,2018-08-09,0,0,0,0,0,0,0
CA,republican,2018-10-20,1,1,0,1,0,1,0
CA,republican,2018-08-07,1,0,1,0,1,1,1
CA,republican,2018-09-16,0,0,0,0,0,0,0
CA,republican,2018-07-20,0,0,0,0,0,0,0
CA,republican,2018-10-23,0,0,0,0,0,0,0
CA,republican,2018-01-08,5,4,1,4,0,4,0
CA,republican,2018-01-15,2,0,2,0,0,0,0
CA,republican,2018-02-12,3,1,2,1,1,2,1
CA,republican,2018-08-19,0,0,0,0,0,0,0
CA,republican,2018-02-11,2,1,1,1,1,2,1
CA,republican,2018-07-24,2,2,0,2,0,2,0
CA,republican,2018-05-24,3,1,2,1,0,1,0
CA,republican,2018-03-30,2,2,0,2,0,2,0
CA,republican,2018-10-08,0,0,0,0,0,0,0
CA,republican,2018-02-08,2,1,1,1,0,1,0
CA,republican,2018-10-15,0,0,0,0,0,0,0
CA,republican,2018-07-23,0,0,0,0,0,0,0
CA,republican,2018-01-21,2,2,0,2,0,2,0
CA,republican,2018-02-19,2,1,1,1,0,1,0
CA,republican,2018-08-29,1,1,0,1,0,1,0
CA,republican,2018-05-18,3,3,0,3,0,3,0
CA,republican,2018-02-03,2,0,2,0,0,0,0
CA,republican,2018-06-03,3,2,1,2,1,3,1
CA,republican,2018-08-30,2,2,0,2,0,2,0
CA,republican,2018-09-30,1,1,0,1,0,1,0
CA,republican,2018-03-08,8,8,0,8,0,8,0
CA,republican,2018-11-21,5,4,4,0,0,0,0
CA,republican,2018-03-04,1,1,0,1,0,1,0
CA,republican,2018-05-31,10,5,5,5,5,10,5
CA,republican,2018-11-28,0,0,0,0,0,0,0
CA,republican,2018-07-02,1,1,0,1,0,1,0
CA,republican,2018-11-03,5,3,2,3,1,4,1
CA,republican,2018-03-23,1,0,1,0,0,0,0
CA,republican,2018-11-29,0,0,0,0,0,0,0
CA,republican,2018-03-31,5,5,0,5,0,5,0
CA,republican,2018-08-08,2,2,0,2,0,2,0
CA,republican,2018-12-22,3,1,2,1,0,1,0
CA,republican,2018-09-08,0,0,0,0,0,0,0
CA,republican,2018-09-24,0,0,0,0,0,0,0
CA,republican,2018-10-01,0,0,0,0,0,0,0
CA,republican,2018-09-20,0,0,0,0,0,0,0
CA,republican,2018-08-28,0,0,0,0,0,0,0
CA,republican,2018-12-15,1,1,0,1,0,1,0
CA,republican,2018-08-06,0,0,0,0,0,0,0
CA,republican,2018-12-02,0,0,0,0,0,0,0
CA,republican,2018-11-12,5,1,4,1,0,1,0
CA,republican,2018-06-25,2,2,0,2,0,2,0
CA,republican,2018-12-27,3,1,2,1,0,1,0
CA,republican,2018-08-18,1,1,0,1,0,1,0
CA,republican,2018-07-26,0,0,0,0,0,0,0
CA,republican,2018-01-09,7,5,2,5,2,7,2
CA,republican,2018-03-24,1,0,1,0,0,0,0
CA,republican,2018-11-19,5,0,5,0,0,0,0
CA,republican,2018-12-23,0,0,0,0,0,0,0
CA,republican,2018-07-19,4,4,0,4,0,4,0
CA,republican,2018-05-09,3,2,1,2,1,3,1
CA,republican,2018-07-04,0,0,0,0,0,0,0
CA,republican,2018-07-13,0,0,0,0,0,0,0
CA,republican,2018-02-14,2,0,2,0,1,1,1
CA,republican,2018-01-30,3,3,0,3,0,3,0
CA,republican,2018-11-14,2,1,1,0,0,0,0
CA,republican,2018-04-11,3,3,0,3,0,3,0
CA,republican,2018-04-03,8,7,1,7,0,7,0
CA,republican,2018-10-27,1,1,0,1,0,1,0
CA,republican,2018-06-18,1,1,0,1,0,1,0
CA,republican,2018-05-29,4,2,2,2,2,4,2
CA,republican,2018-10-26,1,1,0,1,0,1,0
CA,republican,2018-05-25,3,3,0,3,0,3,0
CA,republican,2018-06-17,2,2,0,2,0,2,0
CA,republican,2018-06-14,0,0,0,0,0,0,0
CA,republican,2018-01-27,4,1,3,1,1,2,1
CA,republican,2018-04-13,1,1,0,1,0,1,0
CA,republican,2018-05-27,4,0,4,0,4,4,4
CA,republican,2018-08-27,0,0,0,0,0,0,0
CA,republican,2018-10-14,1,1,0,1,0,1,0
CA,republican,2018-05-16,6,6,0,6,0,6,0
CA,republican,2018-09-13,1,1,0,1,0,1,0
CA,republican,2018-12-17,0,0,0,0,0,0,0
CA,republican,2018-04-06,4,4,0,4,0,4,0
CA,republican,2018-05-20,4,4,0,4,0,4,0
CA,republican,2018-10-30,1,1,0,1,0,1,0
CA,republican,2018-12-12,0,0,0,0,0,0,0
CA,republican,2018-12-13,0,0,0,0,0,0,0
CA,republican,2018-12-10,0,0,0,0,0,0,0
CA,republican,2018-11-13,2,2,0,0,0,0,0
CA,republican,2018-09-12,4,4,0,4,0,4,0
CA,republican,2018-05-26,3,3,0,3,0,3,0
CA,republican,2018-09-03,0,0,0,0,0,0,0
CA,republican,2018-09-28,0,0,0,0,0,0,0
CA,republican,2018-05-15,17,17,0,17,0,17,0
CA,republican,2018-08-16,1,0,1,0,0,0,0
CA,republican,2018-10-18,3,2,1,2,0,2,0
CA,republican,2018-06-27,2,2,0,2,0,2,0
CA,republican,2018-03-17,1,1,0,1,0,1,0
CA,republican,2018-09-06,1,1,0,1,0,1,0
CA,republican,2018-09-09,0,0,0,0,0,0,0
CA,republican,2018-05-04,10,9,1,9,0,9,0
CA,republican,2018-02-25,10,6,4,6,1,7,1
CA,republican,2018-08-03,5,5,0,5,0,5,0
CA,republican,2018-09-04,1,1,0,1,0,1,0
CA,republican,2018-03-28,5,5,0,5,0,5,0
CA,republican,2018-09-21,1,0,1,0,1,1,1
CA,republican,2018-03-06,0,0,0,0,0,0,0
CA,republican,2018-03-26,0,0,0,0,0,0,0
CA,republican,2018-04-25,2,1,1,1,0,1,0
CA,republican,2018-01-12,2,1,1,1,0,1,0
CA,republican,2018-08-13,1,1,0,1,0,1,0
CA,republican,2018-02-22,5,4,1,4,0,4,0
CA,republican,2018-10-03,1,1,0,1,0,1,0
CA,republican,2018-07-10,0,0,0,0,0,0,0
CA,republican,2018-09-01,1,1,0,1,0,1,0
CA,republican,2018-11-05,7,7,0,7,0,7,0
CA,republican,2018-04-12,1,1,0,1,0,1,0
CA,republican,2018-08-17,1,1,0,1,0,1,0
CA,republican,2018-07-21,1,1,0,1,0,1,0
CA,republican,2018-03-15,5,5,0,5,0,5,0
CA,republican,2018-12-30,32,32,0,32,0,32,0
CA,republican,2018-08-23,3,3,0,3,0,3,0
CA,republican,2018-05-07,5,4,1,4,0,4,0
CA,republican,2018-12-16,3,0,3,0,0,0,0
CA,republican,2018-07-25,2,2,0,2,0,2,0
CA,republican,2018-08-24,0,0,0,0,0,0,0
CA,republican,2018-10-25,0,0,0,0,0,0,0
CA,republican,2018-11-22,4,1,4,0,0,0,0
CA,republican,2018-01-20,3,3,0,3,0,3,0
CA,republican,2018-02-05,8,2,6,1,1,2,1
CA,republican,2018-08-20,0,0,0,0,0,0,0
CA,republican,2018-07-08,0,0,0,0,0,0,0
CA,republican,2018-11-23,1,0,1,0,0,0,0
CA,republican,2018-07-01,1,1,0,1,0,1,0
CA,republican,2018-12-25,0,0,0,0,0,0,0
CA,republican,2018-10-31,0,0,0,0,0,0,0
CA,republican,2018-06-07,5,5,0,4,0,4,0
CA,republican,2018-01-24,0,0,0,0,0,0,0
CA,democrat,2018-05-23,16,16,0,11,0,11,11
CA,democrat,2018-04-20,23,19,4,17,0,17,17
CA,democrat,2018-05-05,28,27,1,25,0,25,25
CA,democrat,2018-12-07,15,15,0,9,0,9,9
CA,democrat,2018-09-29,10,10,0,10,0,10,10
CA,democrat,2018-11-04,29,29,0,25,0,25,25
CA,democrat,2018-12-19,20,16,10,14,6,20,14
CA,democrat,2018-12-03,12,10,2,9,0,9,9
CA,democrat,2018-08-22,8,8,0,8,0,8,8
CA,democrat,2018-01-05,25,24,1,21,0,21,21
CA,democrat,2018-01-25,9,9,0,6,0,6,6
CA,democrat,2018-02-04,5,5,0,3,0,3,3
CA,democrat,2018-02-10,10,10,0,8,0,8,8
CA,democrat,2018-04-21,9,9,0,8,0,8,8
CA,democrat,2018-05-10,13,13,0,12,0,12,12
CA,democrat,2018-01-13,14,14,0,12,0,12,12
CA,democrat,2018-06-04,18,18,0,13,0,13,13
CA,democrat,2018-06-30,21,21,0,20,0,20,20
CA,democrat,2018-07-07,4,4,0,4,0,4,4
CA,democrat,2018-11-06,62,62,0,53,0,53,53
CA,democrat,2018-10-13,2,2,0,2,0,2,2
CA,democrat,2018-08-15,14,14,0,14,0,14,14
CA,democrat,2018-08-11,9,9,0,9,0,9,9
CA,democrat,2018-06-28,9,9,0,9,0,9,9
CA,democrat,2018-01-18,19,19,0,19,0,19,19
CA,democrat,2018-06-08,22,22,0,18,0,18,18
CA,democrat,2018-06-26,11,11,0,11,0,11,11
CA,democrat,2018-01-07,17,17,0,15,0,15,15
CA,democrat,2018-08-12,2,2,0,1,0,1,1
CA,democrat,2018-01-26,13,13,0,12,0,12,12
CA,democrat,2018-05-14,9,9,0,9,0,9,9
CA,democrat,2018-05-08,28,26,2,23,0,23,23
CA,democrat,2018-03-12,14,14,0,13,0,13,13
CA,democrat,2018-06-09,17,17,0,12,0,12,12
CA,democrat,2018-05-06,7,7,0,5,0,5,5
CA,democrat,2018-09-22,5,5,0,3,0,3,3
CA,democrat,2018-10-11,11,11,0,7,0,7,7
CA,democrat,2018-06-21,18,18,0,16,0,16,16
CA,democrat,2018-04-30,9,9,0,6,0,6,6
CA,democrat,2018-08-05,7,7,0,7,0,7,7
CA,democrat,2018-03-03,15,15,0,13,0,13,13
CA,democrat,2018-05-28,9,8,1,6,0,6,6
CA,democrat,2018-01-31,24,24,0,21,0,21,21
CA,democrat,2018-05-01,22,21,1,16,0,16,16
CA,democrat,2018-03-10,15,15,0,14,0,14,14
CA,democrat,2018-07-06,9,9,0,9,0,9,9
CA,democrat,2018-06-05,53,53,0,52,0,52,52
CA,democrat,2018-10-06,4,4,0,4,0,4,4
CA,democrat,2018-06-11,6,6,0,4,0,4,4
CA,democrat,2018-07-05,19,18,1,18,0,18,18
CA,democrat,2018-12-05,22,22,0,16,0,16,16
CA,democrat,2018-01-19,12,12,1,10,1,11,10
CA,democrat,2018-08-14,6,6,0,6,0,6,6
CA,democrat,2018-09-18,19,19,0,19,0,19,19
CA,democrat,2018-12-24,4,4,0,4,0,4,4
CA,democrat,2018-11-24,3,3,0,2,0,2,2
CA,democrat,2018-10-24,9,9,0,8,0,8,8
CA,democrat,2018-12-29,15,15,3,13,1,14,13
CA,democrat,2018-04-15,14,14,0,10,0,10,10
CA,democrat,2018-03-07,86,86,0,85,0,85,85
CA,democrat,2018-02-24,40,40,0,38,0,38,38
CA,democrat,2018-10-04,4,4,0,2,0,2,2
CA,democrat,2018-07-03,11,11,0,11,0,11,11
CA,democrat,2018-06-24,8,8,0,8,0,8,8
CA,democrat,2018-09-23,5,5,0,4,0,4,4
CA,democrat,2018-06-01,37,36,1,35,0,35,35
CA,democrat,2018-02-23,25,25,0,21,0,21,21
CA,democrat,2018-06-06,32,32,0,28,0,28,28
CA,democrat,2018-04-01,10,10,0,7,0,7,7
CA,democrat,2018-07-28,8,8,0,8,0,8,8
CA,democrat,2018-04-24,30,28,3,24,3,27,24
CA,democrat,2018-09-15,13,13,0,13,0,13,13
CA,democrat,2018-04-14,17,15,2,14,0,14,14
CA,democrat,2018-12-31,10,8,3,6,0,6,6
CA,democrat,2018-11-10,26,26,0,24,0,24,24
CA,democrat,2018-06-12,4,4,0,4,0,4,4
CA,democrat,2018-09-10,19,19,0,19,0,19,19
CA,democrat,2018-10-09,7,7,0,6,0,6,6
CA,democrat,2018-02-16,17,16,1,13,0,13,13
CA,democrat,2018-08-10,6,6,0,6,0,6,6
CA,democrat,2018-11-15,11,11,0,5,0,5,5
CA,democrat,2018-07-16,15,14,1,14,0,14,14
CA,democrat,2018-11-25,4,4,0,3,0,3,3
CA,democrat,2018-10-05,14,14,0,14,0,14,14
CA,democrat,2018-07-15,74,74,0,74,0,74,74
CA,democrat,2018-05-13,19,18,1,17,1,18,17
CA,democrat,2018-05-11,13,13,0,12,0,12,12
CA,democrat,2018-08-21,22,22,0,21,0,21,21
CA,democrat,2018-08-25,7,7,0,6,0,6,6
CA,democrat,2018-05-22,23,23,0,17,0,17,17
CA,democrat,2018-12-28,10,10,1,9,0,9,9
CA,democrat,2018-01-16,11,11,0,9,0,9,9
CA,democrat,2018-02-02,16,16,0,14,0,14,14
CA,democrat,2018-06-20,13,13,0,13,0,13,13
CA,democrat,2018-07-30,4,4,0,3,0,3,3
CA,democrat,2018-03-29,5,5,0,2,0,2,2
CA,democrat,2018-10-21,2,2,0,2,0,2,2
CA,democrat,2018-09-05,9,9,0,9,0,9,9
CA,democrat,2018-05-30,32,31,1,29,0,29,29
CA,democrat,2018-09-11,20,20,0,19,0,19,19
CA,democrat,2018-08-31,16,16,0,15,0,15,15
CA,democrat,2018-06-13,16,16,0,16,0,16,16
CA,democrat,2018-10-19,8,8,0,3,0,3,3
CA,democrat,2018-06-29,9,9,0,9,0,9,9
CA,democrat,2018-07-27,7,7,0,5,0,5,5
CA,democrat,2018-03-09,12,12,0,11,0,11,11
CA,democrat,2018-01-06,25,25,0,24,0,24,24
CA,democrat,2018-03-25,7,6,1,2,0,2,2
CA,democrat,2018-07-31,6,6,0,6,0,6,6
CA,democrat,2018-03-18,8,8,0,7,0,7,7
CA,democrat,2018-03-19,8,8,0,6,0,6,6
CA,democrat,2018-03-21,39,39,0,39,0,39,39
CA,democrat,2018-10-16,8,8,0,7,0,7,7
CA,democrat,2018-04-19,17,16,1,13,0,13,13
CA,democrat,2018-12-20,14,11,4,8,0,8,8
CA,democrat,2018-07-12,6,6,0,6,0,6,6
CA,democrat,2018-03-14,33,32,1,28,0,28,28
CA,democrat,2018-06-22,7,7,0,7,0,7,7
CA,democrat,2018-06-19,16,16,0,15,0,15,15
CA,democrat,2018-09-07,10,10,0,10,0,10,10
CA,democrat,2018-08-04,15,15,0,15,0,15,15
CA,democrat,2018-01-28,12,12,0,12,0,12,12
CA,democrat,2018-02-06,17,17,0,13,0,13,13
CA,democrat,2018-11-02,24,24,0,20,0,20,20
CA,democrat,2018-10-12,10,10,0,10,0,10,10
CA,democrat,2018-09-26,29,29,0,28,0,28,28
CA,democrat,2018-07-11,4,4,0,4,0,4,4
CA,democrat,2018-04-05,25,24,1,24,0,24,24
CA,democrat,2018-02-15,17,11,6,8,1,9,8
CA,democrat,2018-04-28,17,15,2,11,0,11,11
CA,democrat,2018-01-14,4,2,3,1,0,1,1
CA,democrat,2018-09-25,10,10,0,10,0,10,10
CA,democrat,2018-12-18,8,8,0,5,0,5,5
CA,democrat,2018-11-17,31,31,0,10,0,10,10
CA,democrat,2018-09-14,12,12,0,11,0,11,11
CA,democrat,2018-11-01,19,18,1,13,0,13,13
CA,democrat,2018-02-27,27,27,0,26,0,26,26
CA,democrat,2018-02-28,16,16,0,10,0,10,10
CA,democrat,2018-01-22,19,19,0,16,0,16,16
CA,democrat,2018-04-16,10,10,0,8,0,8,8
CA,democrat,2018-12-01,6,6,0,6,0,6,6
CA,democrat,2018-12-09,5,5,0,4,0,4,4
CA,democrat,2018-09-19,10,10,0,10,0,10,10
CA,democrat,2018-01-02,19,17,2,14,0,14,14
CA,democrat,2018-05-12,11,11,0,9,0,9,9
CA,democrat,2018-10-07,5,5,0,4,0,4,4
CA,democrat,2018-04-17,13,12,1,11,0,11,11
CA,democrat,2018-04-18,17,17,0,16,0,16,16
CA,democrat,2018-12-04,25,25,0,24,0,24,24
CA,democrat,2018-10-02,9,7,2,7,1,8,7
CA,democrat,2018-10-10,17,17,0,13,0,13,13
CA,democrat,2018-01-17,34,34,0,27,0,27,27
CA,democrat,2018-04-04,30,30,0,28,0,28,28
CA,democrat,2018-12-06,12,12,0,6,0,6,6
CA,democrat,2018-01-11,23,23,0,20,0,20,20
CA,democrat,2018-09-27,21,21,0,21,0,21,21
CA,democrat,2018-02-20,12,11,1,9,0,9,9
CA,democrat,2018-11-30,17,17,0,13,0,13,13
CA,democrat,2018-04-07,10,10,0,7,0,7,7
CA,democrat,2018-03-13,20,20,0,18,0,18,18
CA,democrat,2018-01-29,9,9,0,5,0,5,5
CA,democrat,2018-06-10,10,10,0,6,0,6,6
CA,democrat,2018-02-26,38,37,1,37,0,37,37
CA,democrat,2018-09-02,6,6,0,5,0,5,5
CA,democrat,2018-12-11,14,14,0,9,0,9,9
CA,democrat,2018-11-18,6,6,0,6,0,6,6
CA,democrat,2018-04-27,25,25,1,24,0,24,24
CA,democrat,2018-03-16,18,18,0,18,0,18,18
CA,democrat,2018-11-16,15,15,0,4,0,4,4
CA,democrat,2018-11-07,45,45,0,37,0,37,37
CA,democrat,2018-04-08,12,12,0,5,0,5,5
